LOCATION,SUBJECT,MEASURE,ACTIVITY,TIME_FORMAT,obsTime,obsValue
NLD,I3_GVAHRS,GRW,C15T37,P1Y,2009,-4.5
NLD,I3_TOTK,GRW,C15T37,P1Y,2004,-0.9
NLD,I3_TOTK,GRW,C15T37,P1Y,2005,-0.4
NLD,I3_TOTK,GRW,C15T37,P1Y,2006,-0.1
NLD,I3_TOTK,GRW,C15T37,P1Y,2007,0.5
NLD,I3_TOTK,GRW,C15T37,P1Y,2008,0.2
NLD,I3_HRSTO,GRW,C15T37,P1Y,2004,-3.1
NLD,I3_HRSTO,GRW,C15T37,P1Y,2005,-2.4
NLD,I3_HRSTO,GRW,C15T37,P1Y,2006,-0.4
NLD,I3_HRSTO,GRW,C15T37,P1Y,2007,0.6
NLD,I3_HRSTO,GRW,C15T37,P1Y,2008,0.3
NLD,I3_HRSTO,GRW,C15T37,P1Y,2009,-4.6
NLD,I3_MFP,GRW,C15T37,P1Y,2004,5.9
NLD,I3_MFP,GRW,C15T37,P1Y,2005,3.9
NLD,I3_MFP,GRW,C15T37,P1Y,2006,3.6
NLD,I3_MFP,GRW,C15T37,P1Y,2007,5
NLD,I3_MFP,GRW,C15T37,P1Y,2008,-2.2
NOR,I3_LCOST,PCT,C15T37,P1Y,2004,78.8
NOR,I3_LCOST,PCT,C15T37,P1Y,2005,80.4
NOR,I3_LCOST,PCT,C15T37,P1Y,2006,82.9
NOR,I3_LCOST,PCT,C15T37,P1Y,2007,84
NOR,I3_GVA,GRW,C15T37,P1Y,2004,5.5
NOR,I3_GVA,GRW,C15T37,P1Y,2005,4.4
NOR,I3_GVA,GRW,C15T37,P1Y,2006,2.9
NOR,I3_GVA,GRW,C15T37,P1Y,2007,3.2
NOR,I3_GVA,GRW,C15T37,P1Y,2008,2.6
NOR,I3_GVA,GRW,C15T37,P1Y,2009,-6
NOR,I3_GVAHRS,GRW,C15T37,P1Y,2004,5.8
NOR,I3_GVAHRS,GRW,C15T37,P1Y,2005,3.4
NOR,I3_GVAHRS,GRW,C15T37,P1Y,2006,-2
NOR,I3_GVAHRS,GRW,C15T37,P1Y,2007,-0.5
NOR,I3_GVAHRS,GRW,C15T37,P1Y,2008,0.8
NOR,I3_GVAHRS,GRW,C15T37,P1Y,2009,0.8
NOR,I3_TOTK,GRW,C15T37,P1Y,2004,1.4
NOR,I3_TOTK,GRW,C15T37,P1Y,2005,2.1
NOR,I3_TOTK,GRW,C15T37,P1Y,2006,2.9
NOR,I3_TOTK,GRW,C15T37,P1Y,2007,5.2
NOR,I3_TOTK,GRW,C15T37,P1Y,2008,5.7
NOR,I3_TOTK,GRW,C15T37,P1Y,2009,0.1
NOR,I3_HRSTO,GRW,C15T37,P1Y,2004,-0.2
NOR,I3_HRSTO,GRW,C15T37,P1Y,2005,1
NOR,I3_HRSTO,GRW,C15T37,P1Y,2006,4.9
NOR,I3_HRSTO,GRW,C15T37,P1Y,2007,3.7
NOR,I3_HRSTO,GRW,C15T37,P1Y,2008,1.7
NOR,I3_HRSTO,GRW,C15T37,P1Y,2009,-6.8
NOR,I3_MFP,GRW,C15T37,P1Y,2004,5.4
NOR,I3_MFP,GRW,C15T37,P1Y,2005,3.2
NOR,I3_MFP,GRW,C15T37,P1Y,2006,-1.7
NOR,I3_MFP,GRW,C15T37,P1Y,2007,-0.7
POL,I3_LCOST,PCT,C15T37,P1Y,2004,69.9
POL,I3_LCOST,PCT,C15T37,P1Y,2005,70.7
POL,I3_LCOST,PCT,C15T37,P1Y,2006,70
POL,I3_GVA,GRW,C15T37,P1Y,2004,12
POL,I3_GVA,GRW,C15T37,P1Y,2005,4.1
POL,I3_GVA,GRW,C15T37,P1Y,2006,15
POL,I3_GVA,GRW,C15T37,P1Y,2007,12.3
POL,I3_GVA,GRW,C15T37,P1Y,2008,7.7
POL,I3_GVAHRS,GRW,C15T37,P1Y,2004,6.5
POL,I3_GVAHRS,GRW,C15T37,P1Y,2005,0.3
POL,I3_GVAHRS,GRW,C15T37,P1Y,2006,10.1
POL,I3_GVAHRS,GRW,C15T37,P1Y,2007,7.2
POL,I3_GVAHRS,GRW,C15T37,P1Y,2008,3.9
POL,I3_TOTK,GRW,C15T37,P1Y,2004,5.9
POL,I3_TOTK,GRW,C15T37,P1Y,2005,6.2
POL,I3_TOTK,GRW,C15T37,P1Y,2006,7.6
POL,I3_HRSTO,GRW,C15T37,P1Y,2004,5.5
POL,I3_HRSTO,GRW,C15T37,P1Y,2005,3.8
POL,I3_HRSTO,GRW,C15T37,P1Y,2006,4.9
POL,I3_HRSTO,GRW,C15T37,P1Y,2007,5.1
POL,I3_HRSTO,GRW,C15T37,P1Y,2008,3.8
POL,I3_MFP,GRW,C15T37,P1Y,2004,6.4
POL,I3_MFP,GRW,C15T37,P1Y,2005,-0.4
POL,I3_MFP,GRW,C15T37,P1Y,2006,9.2
ESP,I3_LCOST,PCT,C15T37,P1Y,2004,72.3
ESP,I3_LCOST,PCT,C15T37,P1Y,2005,71.9
ESP,I3_LCOST,PCT,C15T37,P1Y,2006,71.5
ESP,I3_LCOST,PCT,C15T37,P1Y,2007,71.1
ESP,I3_LCOST,PCT,C15T37,P1Y,2008,70.9
ESP,I3_LCOST,PCT,C15T37,P1Y,2009,69.6
ESP,I3_GVA,GRW,C15T37,P1Y,2004,0.5
ESP,I3_GVA,GRW,C15T37,P1Y,2005,1.1
ESP,I3_GVA,GRW,C15T37,P1Y,2006,1.8
ESP,I3_GVA,GRW,C15T37,P1Y,2007,0.7
ESP,I3_GVA,GRW,C15T37,P1Y,2008,-2.7
ESP,I3_GVA,GRW,C15T37,P1Y,2009,-14.5
ESP,I3_GVAHRS,GRW,C15T37,P1Y,2004,1.7
ESP,I3_GVAHRS,GRW,C15T37,P1Y,2005,1.9
ESP,I3_GVAHRS,GRW,C15T37,P1Y,2006,1.9
ESP,I3_GVAHRS,GRW,C15T37,P1Y,2007,2.1
ESP,I3_GVAHRS,GRW,C15T37,P1Y,2008,-1.4
ESP,I3_GVAHRS,GRW,C15T37,P1Y,2009,-0.7
ESP,I3_TOTK,GRW,C15T37,P1Y,2004,2.3
ESP,I3_TOTK,GRW,C15T37,P1Y,2005,1.7
ESP,I3_TOTK,GRW,C15T37,P1Y,2006,2.2
ESP,I3_TOTK,GRW,C15T37,P1Y,2007,2.5
ESP,I3_TOTK,GRW,C15T37,P1Y,2008,2.4
ESP,I3_TOTK,GRW,C15T37,P1Y,2009,0.5
ESP,I3_HRSTO,GRW,C15T37,P1Y,2004,-1.2
ESP,I3_HRSTO,GRW,C15T37,P1Y,2005,-0.8
ESP,I3_HRSTO,GRW,C15T37,P1Y,2006,-0.1
ESP,I3_HRSTO,GRW,C15T37,P1Y,2007,-1.4
ESP,I3_HRSTO,GRW,C15T37,P1Y,2008,-1.2
ESP,I3_HRSTO,GRW,C15T37,P1Y,2009,-13.8
ESP,I3_MFP,GRW,C15T37,P1Y,2004,0.7
ESP,I3_MFP,GRW,C15T37,P1Y,2005,1.2
ESP,I3_MFP,GRW,C15T37,P1Y,2006,1.3
ESP,I3_MFP,GRW,C15T37,P1Y,2007,1
ESP,I3_MFP,GRW,C15T37,P1Y,2008,-2.5
ESP,I3_MFP,GRW,C15T37,P1Y,2009,-5
SWE,I3_LCOST,PCT,C15T37,P1Y,2004,75.6
SWE,I3_LCOST,PCT,C15T37,P1Y,2005,75.2
SWE,I3_LCOST,PCT,C15T37,P1Y,2006,75.2
SWE,I3_LCOST,PCT,C15T37,P1Y,2007,77
SWE,I3_LCOST,PCT,C15T37,P1Y,2008,78.3
SWE,I3_LCOST,PCT,C15T37,P1Y,2009,77.2
SWE,I3_GVA,GRW,C15T37,P1Y,2004,9.1
SWE,I3_GVA,GRW,C15T37,P1Y,2005,4.8
SWE,I3_GVA,GRW,C15T37,P1Y,2006,6.7
SWE,I3_GVA,GRW,C15T37,P1Y,2007,3.5
SWE,I3_GVA,GRW,C15T37,P1Y,2008,-5.5
SWE,I3_GVA,GRW,C15T37,P1Y,2009,-19.8
SWE,I3_GVAHRS,GRW,C15T37,P1Y,2004,10.5
SWE,I3_GVAHRS,GRW,C15T37,P1Y,2005,6.3
SWE,I3_GVAHRS,GRW,C15T37,P1Y,2006,8.1
SWE,I3_GVAHRS,GRW,C15T37,P1Y,2007,2.1
SWE,I3_GVAHRS,GRW,C15T37,P1Y,2008,-5.4
SWE,I3_GVAHRS,GRW,C15T37,P1Y,2009,-7.6
SWE,I3_TOTK,GRW,C15T37,P1Y,2004,1.9
SWE,I3_TOTK,GRW,C15T37,P1Y,2005,2.8
SWE,I3_TOTK,GRW,C15T37,P1Y,2006,1.9
SWE,I3_TOTK,GRW,C15T37,P1Y,2007,3
SWE,I3_TOTK,GRW,C15T37,P1Y,2008,2.6
SWE,I3_TOTK,GRW,C15T37,P1Y,2009,-0.5
SWE,I3_HRSTO,GRW,C15T37,P1Y,2004,-1.4
SWE,I3_HRSTO,GRW,C15T37,P1Y,2005,-1.5
SWE,I3_HRSTO,GRW,C15T37,P1Y,2006,-1.4
SWE,I3_HRSTO,GRW,C15T37,P1Y,2007,1.4
SWE,I3_HRSTO,GRW,C15T37,P1Y,2008,-0.1
SWE,I3_HRSTO,GRW,C15T37,P1Y,2009,-12.2
SWE,I3_MFP,GRW,C15T37,P1Y,2004,9.7
SWE,I3_MFP,GRW,C15T37,P1Y,2005,5.3
SWE,I3_MFP,GRW,C15T37,P1Y,2006,7.3
SWE,I3_MFP,GRW,C15T37,P1Y,2007,1.8
SWE,I3_MFP,GRW,C15T37,P1Y,2008,-6
SWE,I3_MFP,GRW,C15T37,P1Y,2009,-10.3
GBR,I3_LCOST,PCT,C15T37,P1Y,2004,80.3
GBR,I3_LCOST,PCT,C15T37,P1Y,2005,80.6
GBR,I3_LCOST,PCT,C15T37,P1Y,2006,81.5
GBR,I3_LCOST,PCT,C15T37,P1Y,2007,82.1
GBR,I3_LCOST,PCT,C15T37,P1Y,2008,82.2
GBR,I3_GVA,GRW,C15T37,P1Y,2004,2.2
GBR,I3_GVA,GRW,C15T37,P1Y,2005,-0.2
GBR,I3_GVA,GRW,C15T37,P1Y,2006,1.8
GBR,I3_GVA,GRW,C15T37,P1Y,2007,0.4
GBR,I3_GVA,GRW,C15T37,P1Y,2008,-2.7
GBR,I3_GVAHRS,GRW,C15T37,P1Y,2004,6.6
GBR,I3_GVAHRS,GRW,C15T37,P1Y,2005,4.7
GBR,I3_GVAHRS,GRW,C15T37,P1Y,2006,5
GBR,I3_GVAHRS,GRW,C15T37,P1Y,2007,2.3
GBR,I3_GVAHRS,GRW,C15T37,P1Y,2008,-0.2
GBR,I3_TOTK,GRW,C15T37,P1Y,2004,-1.5
GBR,I3_TOTK,GRW,C15T37,P1Y,2005,-1.4
GBR,I3_TOTK,GRW,C15T37,P1Y,2006,-1.4
GBR,I3_TOTK,GRW,C15T37,P1Y,2007,-1
GBR,I3_TOTK,GRW,C15T37,P1Y,2008,-1.1
GBR,I3_HRSTO,GRW,C15T37,P1Y,2004,-4.4
GBR,I3_HRSTO,GRW,C15T37,P1Y,2005,-4.9
GBR,I3_HRSTO,GRW,C15T37,P1Y,2006,-3.2
GBR,I3_HRSTO,GRW,C15T37,P1Y,2007,-1.9
GBR,I3_HRSTO,GRW,C15T37,P1Y,2008,-2.5
GBR,I3_MFP,GRW,C15T37,P1Y,2004,6
GBR,I3_MFP,GRW,C15T37,P1Y,2005,4.1
GBR,I3_MFP,GRW,C15T37,P1Y,2006,4.7
GBR,I3_MFP,GRW,C15T37,P1Y,2007,2.1
GBR,I3_MFP,GRW,C15T37,P1Y,2008,-0.4
USA,I3_LCOST,PCT,C15T37,P1Y,2004,79.7
USA,I3_LCOST,PCT,C15T37,P1Y,2005,80
USA,I3_LCOST,PCT,C15T37,P1Y,2006,80.3
USA,I3_LCOST,PCT,C15T37,P1Y,2007,80.6
USA,I3_LCOST,PCT,C15T37,P1Y,2008,80.4
USA,I3_LCOST,PCT,C15T37,P1Y,2009,79.3
USA,I3_GVA,GRW,C15T37,P1Y,2004,8.2
USA,I3_GVA,GRW,C15T37,P1Y,2005,3.6
USA,I3_GVA,GRW,C15T37,P1Y,2006,2.8
USA,I3_GVA,GRW,C15T37,P1Y,2007,4
USA,I3_GVA,GRW,C15T37,P1Y,2008,-4.3
USA,I3_GVA,GRW,C15T37,P1Y,2009,-8.9
USA,I3_GVAHRS,GRW,C15T37,P1Y,2004,9.5
USA,I3_GVAHRS,GRW,C15T37,P1Y,2005,4.1
USA,I3_GVAHRS,GRW,C15T37,P1Y,2006,3
USA,I3_GVAHRS,GRW,C15T37,P1Y,2007,5.8
USA,I3_GVAHRS,GRW,C15T37,P1Y,2008,-0.3
USA,I3_GVAHRS,GRW,C15T37,P1Y,2009,4.1
USA,I3_TOTK,GRW,C15T37,P1Y,2004,0.4
USA,I3_TOTK,GRW,C15T37,P1Y,2005,1.6
USA,I3_TOTK,GRW,C15T37,P1Y,2006,1.9
USA,I3_TOTK,GRW,C15T37,P1Y,2007,3.1
USA,I3_TOTK,GRW,C15T37,P1Y,2008,3.3
USA,I3_TOTK,GRW,C15T37,P1Y,2009,1.3
USA,I3_HRSTO,GRW,C15T37,P1Y,2004,-1.3
USA,I3_HRSTO,GRW,C15T37,P1Y,2005,-0.6
USA,I3_HRSTO,GRW,C15T37,P1Y,2006,-0.2
USA,I3_HRSTO,GRW,C15T37,P1Y,2007,-1.9
USA,I3_HRSTO,GRW,C15T37,P1Y,2008,-4
USA,I3_HRSTO,GRW,C15T37,P1Y,2009,-13
USA,I3_MFP,GRW,C15T37,P1Y,2004,9.1
USA,I3_MFP,GRW,C15T37,P1Y,2005,3.7
USA,I3_MFP,GRW,C15T37,P1Y,2006,2.6
USA,I3_MFP,GRW,C15T37,P1Y,2007,4.9
USA,I3_MFP,GRW,C15T37,P1Y,2008,-1.8
USA,I3_MFP,GRW,C15T37,P1Y,2009,1.2
AUT,I3_LCOST,PCT,C29T33,P1Y,2004,83.1
AUT,I3_LCOST,PCT,C29T33,P1Y,2005,83.6
AUT,I3_LCOST,PCT,C29T33,P1Y,2006,83.9
AUT,I3_LCOST,PCT,C29T33,P1Y,2007,84.5
AUT,I3_LCOST,PCT,C29T33,P1Y,2008,85.1
AUT,I3_LCOST,PCT,C29T33,P1Y,2009,85
AUT,I3_GVA,GRW,C29T33,P1Y,2004,2.4
AUT,I3_GVA,GRW,C29T33,P1Y,2005,3.5
AUT,I3_GVA,GRW,C29T33,P1Y,2006,10.1
AUT,I3_GVA,GRW,C29T33,P1Y,2007,8.1
AUT,I3_GVA,GRW,C29T33,P1Y,2008,3.3
AUT,I3_GVA,GRW,C29T33,P1Y,2009,-22.3
AUT,I3_GVAHRS,GRW,C29T33,P1Y,2004,2.4
AUT,I3_GVAHRS,GRW,C29T33,P1Y,2005,2
AUT,I3_GVAHRS,GRW,C29T33,P1Y,2006,8.3
AUT,I3_GVAHRS,GRW,C29T33,P1Y,2007,2.9
AUT,I3_GVAHRS,GRW,C29T33,P1Y,2008,0
AUT,I3_GVAHRS,GRW,C29T33,P1Y,2009,-14.4
AUT,I3_TOTK,GRW,C29T33,P1Y,2004,0.4
AUT,I3_TOTK,GRW,C29T33,P1Y,2005,0.7
AUT,I3_TOTK,GRW,C29T33,P1Y,2006,2.5
AUT,I3_TOTK,GRW,C29T33,P1Y,2007,2.5
AUT,I3_TOTK,GRW,C29T33,P1Y,2008,3.1
AUT,I3_TOTK,GRW,C29T33,P1Y,2009,1.7
AUT,I3_HRSTO,GRW,C29T33,P1Y,2004,0
AUT,I3_HRSTO,GRW,C29T33,P1Y,2005,1.5
AUT,I3_HRSTO,GRW,C29T33,P1Y,2006,1.8
AUT,I3_HRSTO,GRW,C29T33,P1Y,2007,5.3
AUT,I3_HRSTO,GRW,C29T33,P1Y,2008,3.3
AUT,I3_HRSTO,GRW,C29T33,P1Y,2009,-8
AUT,I3_MFP,GRW,C29T33,P1Y,2004,2.4
AUT,I3_MFP,GRW,C29T33,P1Y,2005,2.1
AUT,I3_MFP,GRW,C29T33,P1Y,2006,8.1
AUT,I3_MFP,GRW,C29T33,P1Y,2007,3.3
AUT,I3_MFP,GRW,C29T33,P1Y,2008,0
AUT,I3_MFP,GRW,C29T33,P1Y,2009,-15.8
BEL,I3_LCOST,PCT,C29T33,P1Y,2004,77.1
BEL,I3_LCOST,PCT,C29T33,P1Y,2005,77.6
BEL,I3_LCOST,PCT,C29T33,P1Y,2006,78.2
BEL,I3_LCOST,PCT,C29T33,P1Y,2007,78.5
BEL,I3_LCOST,PCT,C29T33,P1Y,2008,79.2
BEL,I3_LCOST,PCT,C29T33,P1Y,2009,79.3
BEL,I3_GVA,GRW,C29T33,P1Y,2004,1.6
BEL,I3_GVA,GRW,C29T33,P1Y,2005,1.1
BEL,I3_GVA,GRW,C29T33,P1Y,2006,4.5
BEL,I3_GVA,GRW,C29T33,P1Y,2007,1.2
BEL,I3_GVA,GRW,C29T33,P1Y,2008,-3.9
BEL,I3_GVA,GRW,C29T33,P1Y,2009,-16.1
BEL,I3_GVAHRS,GRW,C29T33,P1Y,2004,5.9
BEL,I3_GVAHRS,GRW,C29T33,P1Y,2005,2.6
BEL,I3_GVAHRS,GRW,C29T33,P1Y,2006,4.2
BEL,I3_GVAHRS,GRW,C29T33,P1Y,2007,0.4
BEL,I3_GVAHRS,GRW,C29T33,P1Y,2008,-6
BEL,I3_GVAHRS,GRW,C29T33,P1Y,2009,-6.1
BEL,I3_TOTK,GRW,C29T33,P1Y,2004,-1.4
BEL,I3_TOTK,GRW,C29T33,P1Y,2005,-1.1
BEL,I3_TOTK,GRW,C29T33,P1Y,2006,-0.4
BEL,I3_TOTK,GRW,C29T33,P1Y,2007,0.6
BEL,I3_TOTK,GRW,C29T33,P1Y,2008,0
BEL,I3_TOTK,GRW,C29T33,P1Y,2009,-1.3
BEL,I3_HRSTO,GRW,C29T33,P1Y,2004,-4.3
BEL,I3_HRSTO,GRW,C29T33,P1Y,2005,-1.5
BEL,I3_HRSTO,GRW,C29T33,P1Y,2006,0.3
BEL,I3_HRSTO,GRW,C29T33,P1Y,2007,0.8
BEL,I3_HRSTO,GRW,C29T33,P1Y,2008,2.1
BEL,I3_HRSTO,GRW,C29T33,P1Y,2009,-10.1
BEL,I3_MFP,GRW,C29T33,P1Y,2004,5.3
BEL,I3_MFP,GRW,C29T33,P1Y,2005,2.5
BEL,I3_MFP,GRW,C29T33,P1Y,2006,4.4
BEL,I3_MFP,GRW,C29T33,P1Y,2007,0.5
BEL,I3_MFP,GRW,C29T33,P1Y,2008,-5.6
BEL,I3_MFP,GRW,C29T33,P1Y,2009,-7.9
CAN,I3_LCOST,PCT,C29T33,P1Y,2004,84.2
CAN,I3_LCOST,PCT,C29T33,P1Y,2005,84.6
CAN,I3_GVA,GRW,C29T33,P1Y,2004,7.1
CAN,I3_GVA,GRW,C29T33,P1Y,2005,2
CAN,I3_GVA,GRW,C29T33,P1Y,2006,0.5
CAN,I3_GVA,GRW,C29T33,P1Y,2007,1.9
CAN,I3_GVAHRS,GRW,C29T33,P1Y,2004,3.9
CAN,I3_GVAHRS,GRW,C29T33,P1Y,2005,4.9
CAN,I3_GVAHRS,GRW,C29T33,P1Y,2006,3.1
CAN,I3_GVAHRS,GRW,C29T33,P1Y,2007,5.9
CAN,I3_TOTK,GRW,C29T33,P1Y,2004,-0.3
CAN,I3_TOTK,GRW,C29T33,P1Y,2005,0.9
CAN,I3_TOTK,GRW,C29T33,P1Y,2006,1.2
CAN,I3_TOTK,GRW,C29T33,P1Y,2007,2.5
CAN,I3_TOTK,GRW,C29T33,P1Y,2008,2.6
CAN,I3_HRSTO,GRW,C29T33,P1Y,2004,3.2
CAN,I3_HRSTO,GRW,C29T33,P1Y,2005,-2.9
CAN,I3_HRSTO,GRW,C29T33,P1Y,2006,-2.7
CAN,I3_HRSTO,GRW,C29T33,P1Y,2007,-4
CAN,I3_HRSTO,GRW,C29T33,P1Y,2008,-2
CAN,I3_MFP,GRW,C29T33,P1Y,2004,4.5
CAN,I3_MFP,GRW,C29T33,P1Y,2005,4.3
CZE,I3_LCOST,PCT,C29T33,P1Y,2004,73
CZE,I3_LCOST,PCT,C29T33,P1Y,2005,74.2
CZE,I3_LCOST,PCT,C29T33,P1Y,2006,74.6
CZE,I3_LCOST,PCT,C29T33,P1Y,2007,74.6
CZE,I3_LCOST,PCT,C29T33,P1Y,2008,75.5
CZE,I3_LCOST,PCT,C29T33,P1Y,2009,74.6
CZE,I3_GVA,GRW,C29T33,P1Y,2004,22.6
CZE,I3_GVA,GRW,C29T33,P1Y,2005,21.3
CZE,I3_GVA,GRW,C29T33,P1Y,2006,16.7
CZE,I3_GVA,GRW,C29T33,P1Y,2007,13.7
CZE,I3_GVA,GRW,C29T33,P1Y,2008,17
CZE,I3_GVA,GRW,C29T33,P1Y,2009,-23.9
CZE,I3_GVAHRS,GRW,C29T33,P1Y,2004,20.9
CZE,I3_GVAHRS,GRW,C29T33,P1Y,2005,17.6
CZE,I3_GVAHRS,GRW,C29T33,P1Y,2006,10.7
CZE,I3_GVAHRS,GRW,C29T33,P1Y,2007,11.1
CZE,I3_GVAHRS,GRW,C29T33,P1Y,2008,15.4
CZE,I3_TOTK,GRW,C29T33,P1Y,2004,8.4
CZE,I3_TOTK,GRW,C29T33,P1Y,2005,5.4
CZE,I3_TOTK,GRW,C29T33,P1Y,2006,7
CZE,I3_TOTK,GRW,C29T33,P1Y,2007,7.5
CZE,I3_TOTK,GRW,C29T33,P1Y,2008,4
CZE,I3_TOTK,GRW,C29T33,P1Y,2009,3.9
CZE,I3_HRSTO,GRW,C29T33,P1Y,2004,1.7
CZE,I3_HRSTO,GRW,C29T33,P1Y,2005,3.7
CZE,I3_HRSTO,GRW,C29T33,P1Y,2006,6.1
CZE,I3_HRSTO,GRW,C29T33,P1Y,2007,2.6
CZE,I3_HRSTO,GRW,C29T33,P1Y,2008,1.6
CZE,I3_MFP,GRW,C29T33,P1Y,2004,19.1
CZE,I3_MFP,GRW,C29T33,P1Y,2005,17.1
CZE,I3_MFP,GRW,C29T33,P1Y,2006,10.4
CZE,I3_MFP,GRW,C29T33,P1Y,2007,9.9
CZE,I3_MFP,GRW,C29T33,P1Y,2008,14.8
DNK,I3_LCOST,PCT,C29T33,P1Y,2004,79.4
DNK,I3_LCOST,PCT,C29T33,P1Y,2005,80.4
DNK,I3_LCOST,PCT,C29T33,P1Y,2006,81.6
DNK,I3_LCOST,PCT,C29T33,P1Y,2007,82
DNK,I3_GVA,GRW,C29T33,P1Y,2004,0.9
DNK,I3_GVA,GRW,C29T33,P1Y,2005,-2
DNK,I3_GVA,GRW,C29T33,P1Y,2006,10.2
DNK,I3_GVA,GRW,C29T33,P1Y,2007,11.4
DNK,I3_GVA,GRW,C29T33,P1Y,2008,12.7
DNK,I3_GVA,GRW,C29T33,P1Y,2009,-15.3
DNK,I3_GVAHRS,GRW,C29T33,P1Y,2004,5.6
DNK,I3_GVAHRS,GRW,C29T33,P1Y,2005,0.1
DNK,I3_GVAHRS,GRW,C29T33,P1Y,2006,10.1
DNK,I3_GVAHRS,GRW,C29T33,P1Y,2007,8.8
DNK,I3_GVAHRS,GRW,C29T33,P1Y,2008,8
DNK,I3_GVAHRS,GRW,C29T33,P1Y,2009,-4
DNK,I3_TOTK,GRW,C29T33,P1Y,2004,0.7
DNK,I3_TOTK,GRW,C29T33,P1Y,2005,-0.1
DNK,I3_TOTK,GRW,C29T33,P1Y,2006,2.1
DNK,I3_TOTK,GRW,C29T33,P1Y,2007,2.1
DNK,I3_HRSTO,GRW,C29T33,P1Y,2004,-4.7
DNK,I3_HRSTO,GRW,C29T33,P1Y,2005,-2.1
DNK,I3_HRSTO,GRW,C29T33,P1Y,2006,0.1
DNK,I3_HRSTO,GRW,C29T33,P1Y,2007,2.6
DNK,I3_HRSTO,GRW,C29T33,P1Y,2008,4.7
DNK,I3_HRSTO,GRW,C29T33,P1Y,2009,-11.3
DNK,I3_MFP,GRW,C29T33,P1Y,2004,4.5
DNK,I3_MFP,GRW,C29T33,P1Y,2005,-0.3
DNK,I3_MFP,GRW,C29T33,P1Y,2006,9.7
DNK,I3_MFP,GRW,C29T33,P1Y,2007,8.9
FIN,I3_LCOST,PCT,C29T33,P1Y,2004,86.2
FIN,I3_LCOST,PCT,C29T33,P1Y,2005,86.9
FIN,I3_LCOST,PCT,C29T33,P1Y,2006,87.1
FIN,I3_LCOST,PCT,C29T33,P1Y,2007,87
FIN,I3_LCOST,PCT,C29T33,P1Y,2008,86.9
FIN,I3_LCOST,PCT,C29T33,P1Y,2009,86.1
FIN,I3_GVA,GRW,C29T33,P1Y,2004,5.5
FIN,I3_GVA,GRW,C29T33,P1Y,2005,13.6
FIN,I3_GVA,GRW,C29T33,P1Y,2006,17.5
FIN,I3_GVA,GRW,C29T33,P1Y,2007,19.8
FIN,I3_GVA,GRW,C29T33,P1Y,2008,7.6
FIN,I3_GVA,GRW,C29T33,P1Y,2009,-34.9
FIN,I3_GVAHRS,GRW,C29T33,P1Y,2004,6.6
FIN,I3_GVAHRS,GRW,C29T33,P1Y,2005,11.4
FIN,I3_GVAHRS,GRW,C29T33,P1Y,2006,15.6
FIN,I3_GVAHRS,GRW,C29T33,P1Y,2007,17
FIN,I3_GVAHRS,GRW,C29T33,P1Y,2008,7.5
FIN,I3_GVAHRS,GRW,C29T33,P1Y,2009,-24.3
FIN,I3_TOTK,GRW,C29T33,P1Y,2004,1.3
FIN,I3_TOTK,GRW,C29T33,P1Y,2005,3
FIN,I3_TOTK,GRW,C29T33,P1Y,2006,3.1
FIN,I3_TOTK,GRW,C29T33,P1Y,2007,2.9
FIN,I3_TOTK,GRW,C29T33,P1Y,2008,3.1
FIN,I3_TOTK,GRW,C29T33,P1Y,2009,2
FIN,I3_HRSTO,GRW,C29T33,P1Y,2004,-1.1
FIN,I3_HRSTO,GRW,C29T33,P1Y,2005,2.2
FIN,I3_HRSTO,GRW,C29T33,P1Y,2006,1.9
FIN,I3_HRSTO,GRW,C29T33,P1Y,2007,2.8
FIN,I3_HRSTO,GRW,C29T33,P1Y,2008,0.1
FIN,I3_HRSTO,GRW,C29T33,P1Y,2009,-10.6
FIN,I3_MFP,GRW,C29T33,P1Y,2004,6.3
FIN,I3_MFP,GRW,C29T33,P1Y,2005,11.2
FIN,I3_MFP,GRW,C29T33,P1Y,2006,15.5
FIN,I3_MFP,GRW,C29T33,P1Y,2007,17
FIN,I3_MFP,GRW,C29T33,P1Y,2008,7.1
FIN,I3_MFP,GRW,C29T33,P1Y,2009,-26
FRA,I3_GVA,GRW,C29T33,P1Y,2004,9.2
FRA,I3_GVA,GRW,C29T33,P1Y,2005,-0.3
FRA,I3_GVA,GRW,C29T33,P1Y,2006,2.6
FRA,I3_GVA,GRW,C29T33,P1Y,2007,3.2
FRA,I3_GVA,GRW,C29T33,P1Y,2008,0.2
DEU,I3_LCOST,PCT,C29T33,P1Y,2004,84.1
DEU,I3_LCOST,PCT,C29T33,P1Y,2005,84.1
DEU,I3_LCOST,PCT,C29T33,P1Y,2006,84.3
DEU,I3_LCOST,PCT,C29T33,P1Y,2007,84.6
DEU,I3_LCOST,PCT,C29T33,P1Y,2008,85.1
DEU,I3_GVA,GRW,C29T33,P1Y,2004,7.2
DEU,I3_GVA,GRW,C29T33,P1Y,2005,2.8
DEU,I3_GVA,GRW,C29T33,P1Y,2006,8.6
DEU,I3_GVA,GRW,C29T33,P1Y,2007,7.9
DEU,I3_GVA,GRW,C29T33,P1Y,2008,-0.2
DEU,I3_GVAHRS,GRW,C29T33,P1Y,2004,6
DEU,I3_GVAHRS,GRW,C29T33,P1Y,2005,5.4
DEU,I3_GVAHRS,GRW,C29T33,P1Y,2006,7.8
