LOCATION,SUBJECT,MEASURE,ACTIVITY,TIME_FORMAT,obsTime,obsValue
NOR,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,-2.5
NOR,I3_GVAHRS,GRW,CTOTALX,P1Y,2008,-5.6
NOR,I3_GVAHRS,GRW,CTOTALX,P1Y,2009,0.7
NOR,I3_TOTK,GRW,CTOTALX,P1Y,2004,1.6
NOR,I3_TOTK,GRW,CTOTALX,P1Y,2005,2.9
NOR,I3_TOTK,GRW,CTOTALX,P1Y,2006,4.1
NOR,I3_TOTK,GRW,CTOTALX,P1Y,2007,5.1
NOR,I3_TOTK,GRW,CTOTALX,P1Y,2008,5.3
NOR,I3_TOTK,GRW,CTOTALX,P1Y,2009,3.9
NOR,I3_HRSTO,GRW,CTOTALX,P1Y,2004,1.7
NOR,I3_HRSTO,GRW,CTOTALX,P1Y,2005,1.4
NOR,I3_HRSTO,GRW,CTOTALX,P1Y,2006,3
NOR,I3_HRSTO,GRW,CTOTALX,P1Y,2007,4.3
NOR,I3_HRSTO,GRW,CTOTALX,P1Y,2008,3.8
NOR,I3_HRSTO,GRW,CTOTALX,P1Y,2009,-1.8
NOR,I3_MFP,GRW,CTOTALX,P1Y,2004,2
NOR,I3_MFP,GRW,CTOTALX,P1Y,2005,0.8
NOR,I3_MFP,GRW,CTOTALX,P1Y,2006,-1.6
NOR,I3_MFP,GRW,CTOTALX,P1Y,2007,-2.7
POL,I3_GVA,GRW,CTOTALX,P1Y,2004,5.6
POL,I3_GVA,GRW,CTOTALX,P1Y,2005,3.3
POL,I3_GVA,GRW,CTOTALX,P1Y,2006,5.8
POL,I3_GVA,GRW,CTOTALX,P1Y,2007,6.6
POL,I3_GVA,GRW,CTOTALX,P1Y,2008,4.9
POL,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,5.1
POL,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,0.5
POL,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,2.8
POL,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,3.3
POL,I3_GVAHRS,GRW,CTOTALX,P1Y,2008,1.8
POL,I3_HRSTO,GRW,CTOTALX,P1Y,2004,0.5
POL,I3_HRSTO,GRW,CTOTALX,P1Y,2005,2.8
POL,I3_HRSTO,GRW,CTOTALX,P1Y,2006,3
POL,I3_HRSTO,GRW,CTOTALX,P1Y,2007,3.3
POL,I3_HRSTO,GRW,CTOTALX,P1Y,2008,3.1
ESP,I3_LCOST,PCT,CTOTALX,P1Y,2004,76.9
ESP,I3_LCOST,PCT,CTOTALX,P1Y,2005,76.4
ESP,I3_LCOST,PCT,CTOTALX,P1Y,2006,75.2
ESP,I3_LCOST,PCT,CTOTALX,P1Y,2007,74.2
ESP,I3_LCOST,PCT,CTOTALX,P1Y,2008,73.7
ESP,I3_LCOST,PCT,CTOTALX,P1Y,2009,72.5
ESP,I3_GVA,GRW,CTOTALX,P1Y,2004,3.2
ESP,I3_GVA,GRW,CTOTALX,P1Y,2005,3.3
ESP,I3_GVA,GRW,CTOTALX,P1Y,2006,4.1
ESP,I3_GVA,GRW,CTOTALX,P1Y,2007,4
ESP,I3_GVA,GRW,CTOTALX,P1Y,2008,1
ESP,I3_GVA,GRW,CTOTALX,P1Y,2009,-3.7
ESP,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,0.7
ESP,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,0.7
ESP,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,1.1
ESP,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,2.2
ESP,I3_GVAHRS,GRW,CTOTALX,P1Y,2008,0.9
ESP,I3_GVAHRS,GRW,CTOTALX,P1Y,2009,2.6
ESP,I3_TOTK,GRW,CTOTALX,P1Y,2004,4.7
ESP,I3_TOTK,GRW,CTOTALX,P1Y,2005,4.7
ESP,I3_TOTK,GRW,CTOTALX,P1Y,2006,5.3
ESP,I3_TOTK,GRW,CTOTALX,P1Y,2007,5.6
ESP,I3_TOTK,GRW,CTOTALX,P1Y,2008,5.2
ESP,I3_TOTK,GRW,CTOTALX,P1Y,2009,3.4
ESP,I3_HRSTO,GRW,CTOTALX,P1Y,2004,2.5
ESP,I3_HRSTO,GRW,CTOTALX,P1Y,2005,2.6
ESP,I3_HRSTO,GRW,CTOTALX,P1Y,2006,3
ESP,I3_HRSTO,GRW,CTOTALX,P1Y,2007,1.8
ESP,I3_HRSTO,GRW,CTOTALX,P1Y,2008,0.1
ESP,I3_HRSTO,GRW,CTOTALX,P1Y,2009,-6.2
ESP,I3_MFP,GRW,CTOTALX,P1Y,2004,0.2
ESP,I3_MFP,GRW,CTOTALX,P1Y,2005,0.2
ESP,I3_MFP,GRW,CTOTALX,P1Y,2006,0.6
ESP,I3_MFP,GRW,CTOTALX,P1Y,2007,1.2
ESP,I3_MFP,GRW,CTOTALX,P1Y,2008,-0.5
ESP,I3_MFP,GRW,CTOTALX,P1Y,2009,-0.1
SWE,I3_LCOST,PCT,CTOTALX,P1Y,2004,77.7
SWE,I3_LCOST,PCT,CTOTALX,P1Y,2005,77.8
SWE,I3_LCOST,PCT,CTOTALX,P1Y,2006,77.9
SWE,I3_LCOST,PCT,CTOTALX,P1Y,2007,79
SWE,I3_LCOST,PCT,CTOTALX,P1Y,2008,79.4
SWE,I3_LCOST,PCT,CTOTALX,P1Y,2009,78.8
SWE,I3_GVA,GRW,CTOTALX,P1Y,2004,5.2
SWE,I3_GVA,GRW,CTOTALX,P1Y,2005,3.1
SWE,I3_GVA,GRW,CTOTALX,P1Y,2006,4.1
SWE,I3_GVA,GRW,CTOTALX,P1Y,2007,3.6
SWE,I3_GVA,GRW,CTOTALX,P1Y,2008,-0.9
SWE,I3_GVA,GRW,CTOTALX,P1Y,2009,-7.6
SWE,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,4.4
SWE,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,2.9
SWE,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,2.9
SWE,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,0.3
SWE,I3_GVAHRS,GRW,CTOTALX,P1Y,2008,-1.8
SWE,I3_GVAHRS,GRW,CTOTALX,P1Y,2009,-4.7
SWE,I3_TOTK,GRW,CTOTALX,P1Y,2004,1.9
SWE,I3_TOTK,GRW,CTOTALX,P1Y,2005,2.5
SWE,I3_TOTK,GRW,CTOTALX,P1Y,2006,2.9
SWE,I3_TOTK,GRW,CTOTALX,P1Y,2007,3.7
SWE,I3_TOTK,GRW,CTOTALX,P1Y,2008,3.9
SWE,I3_TOTK,GRW,CTOTALX,P1Y,2009,1.1
SWE,I3_HRSTO,GRW,CTOTALX,P1Y,2004,0.7
SWE,I3_HRSTO,GRW,CTOTALX,P1Y,2005,0.2
SWE,I3_HRSTO,GRW,CTOTALX,P1Y,2006,1.3
SWE,I3_HRSTO,GRW,CTOTALX,P1Y,2007,3.4
SWE,I3_HRSTO,GRW,CTOTALX,P1Y,2008,0.8
SWE,I3_HRSTO,GRW,CTOTALX,P1Y,2009,-3
SWE,I3_MFP,GRW,CTOTALX,P1Y,2004,4.2
SWE,I3_MFP,GRW,CTOTALX,P1Y,2005,2.4
SWE,I3_MFP,GRW,CTOTALX,P1Y,2006,2.5
SWE,I3_MFP,GRW,CTOTALX,P1Y,2007,0.2
SWE,I3_MFP,GRW,CTOTALX,P1Y,2008,-2.4
SWE,I3_MFP,GRW,CTOTALX,P1Y,2009,-5.5
GBR,I3_GVA,GRW,CTOTALX,P1Y,2004,3
GBR,I3_GVA,GRW,CTOTALX,P1Y,2005,2.3
GBR,I3_GVA,GRW,CTOTALX,P1Y,2006,3
GBR,I3_GVA,GRW,CTOTALX,P1Y,2007,2.8
GBR,I3_GVA,GRW,CTOTALX,P1Y,2008,0.7
GBR,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,2.4
GBR,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,2
GBR,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,3
GBR,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,2.6
GBR,I3_GVAHRS,GRW,CTOTALX,P1Y,2008,0.2
GBR,I3_HRSTO,GRW,CTOTALX,P1Y,2004,0.7
GBR,I3_HRSTO,GRW,CTOTALX,P1Y,2005,0.3
GBR,I3_HRSTO,GRW,CTOTALX,P1Y,2006,-0.1
GBR,I3_HRSTO,GRW,CTOTALX,P1Y,2007,0.2
GBR,I3_HRSTO,GRW,CTOTALX,P1Y,2008,0.5
USA,I3_LCOST,PCT,CTOTALX,P1Y,2004,82
USA,I3_LCOST,PCT,CTOTALX,P1Y,2005,82.5
USA,I3_LCOST,PCT,CTOTALX,P1Y,2006,82.5
USA,I3_LCOST,PCT,CTOTALX,P1Y,2007,82.3
USA,I3_LCOST,PCT,CTOTALX,P1Y,2008,81.9
USA,I3_LCOST,PCT,CTOTALX,P1Y,2009,81.1
USA,I3_GVA,GRW,CTOTALX,P1Y,2004,3.5
USA,I3_GVA,GRW,CTOTALX,P1Y,2005,2.9
USA,I3_GVA,GRW,CTOTALX,P1Y,2006,2.8
USA,I3_GVA,GRW,CTOTALX,P1Y,2007,1.6
USA,I3_GVA,GRW,CTOTALX,P1Y,2008,-0.4
USA,I3_GVA,GRW,CTOTALX,P1Y,2009,-2.8
USA,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,2.4
USA,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,1.4
USA,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,1
USA,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,0.9
USA,I3_GVAHRS,GRW,CTOTALX,P1Y,2008,0.6
USA,I3_GVAHRS,GRW,CTOTALX,P1Y,2009,2.9
USA,I3_TOTK,GRW,CTOTALX,P1Y,2004,3.7
USA,I3_TOTK,GRW,CTOTALX,P1Y,2005,4.2
USA,I3_TOTK,GRW,CTOTALX,P1Y,2006,4.7
USA,I3_TOTK,GRW,CTOTALX,P1Y,2007,4.8
USA,I3_TOTK,GRW,CTOTALX,P1Y,2008,4.3
USA,I3_TOTK,GRW,CTOTALX,P1Y,2009,1.9
USA,I3_HRSTO,GRW,CTOTALX,P1Y,2004,1.1
USA,I3_HRSTO,GRW,CTOTALX,P1Y,2005,1.5
USA,I3_HRSTO,GRW,CTOTALX,P1Y,2006,1.8
USA,I3_HRSTO,GRW,CTOTALX,P1Y,2007,0.7
USA,I3_HRSTO,GRW,CTOTALX,P1Y,2008,-1.1
USA,I3_HRSTO,GRW,CTOTALX,P1Y,2009,-5.7
USA,I3_MFP,GRW,CTOTALX,P1Y,2004,2
USA,I3_MFP,GRW,CTOTALX,P1Y,2005,0.9
USA,I3_MFP,GRW,CTOTALX,P1Y,2006,0.5
USA,I3_MFP,GRW,CTOTALX,P1Y,2007,0.1
USA,I3_MFP,GRW,CTOTALX,P1Y,2008,-0.3
USA,I3_MFP,GRW,CTOTALX,P1Y,2009,1.4
AUT,I3_LCOST,PCT,C01T05,P1Y,2004,67.6
AUT,I3_LCOST,PCT,C01T05,P1Y,2005,68.5
AUT,I3_LCOST,PCT,C01T05,P1Y,2006,68.5
AUT,I3_LCOST,PCT,C01T05,P1Y,2007,68.4
AUT,I3_LCOST,PCT,C01T05,P1Y,2008,67.7
AUT,I3_LCOST,PCT,C01T05,P1Y,2009,66.8
AUT,I3_GVA,GRW,C01T05,P1Y,2004,7.3
AUT,I3_GVA,GRW,C01T05,P1Y,2005,-2
AUT,I3_GVA,GRW,C01T05,P1Y,2006,-0.9
AUT,I3_GVA,GRW,C01T05,P1Y,2007,6.5
AUT,I3_GVA,GRW,C01T05,P1Y,2008,9.1
AUT,I3_GVA,GRW,C01T05,P1Y,2009,-4.4
AUT,I3_GVAHRS,GRW,C01T05,P1Y,2004,7.8
AUT,I3_GVAHRS,GRW,C01T05,P1Y,2005,1.9
AUT,I3_GVAHRS,GRW,C01T05,P1Y,2006,4
AUT,I3_GVAHRS,GRW,C01T05,P1Y,2007,13.5
AUT,I3_GVAHRS,GRW,C01T05,P1Y,2008,12.8
AUT,I3_GVAHRS,GRW,C01T05,P1Y,2009,2.3
AUT,I3_TOTK,GRW,C01T05,P1Y,2004,-0.8
AUT,I3_TOTK,GRW,C01T05,P1Y,2005,-0.5
AUT,I3_TOTK,GRW,C01T05,P1Y,2006,-1.2
AUT,I3_TOTK,GRW,C01T05,P1Y,2007,-0.2
AUT,I3_TOTK,GRW,C01T05,P1Y,2008,0.4
AUT,I3_TOTK,GRW,C01T05,P1Y,2009,0.3
AUT,I3_HRSTO,GRW,C01T05,P1Y,2004,-0.4
AUT,I3_HRSTO,GRW,C01T05,P1Y,2005,-3.8
AUT,I3_HRSTO,GRW,C01T05,P1Y,2006,-4.9
AUT,I3_HRSTO,GRW,C01T05,P1Y,2007,-7
AUT,I3_HRSTO,GRW,C01T05,P1Y,2008,-3.8
AUT,I3_HRSTO,GRW,C01T05,P1Y,2009,-6.7
AUT,I3_MFP,GRW,C01T05,P1Y,2004,7.9
AUT,I3_MFP,GRW,C01T05,P1Y,2005,0.8
AUT,I3_MFP,GRW,C01T05,P1Y,2006,2.8
AUT,I3_MFP,GRW,C01T05,P1Y,2007,11.3
AUT,I3_MFP,GRW,C01T05,P1Y,2008,11.5
AUT,I3_MFP,GRW,C01T05,P1Y,2009,0
BEL,I3_LCOST,PCT,C01T05,P1Y,2004,54.2
BEL,I3_LCOST,PCT,C01T05,P1Y,2005,54.4
BEL,I3_LCOST,PCT,C01T05,P1Y,2006,56.1
BEL,I3_LCOST,PCT,C01T05,P1Y,2007,54.9
BEL,I3_LCOST,PCT,C01T05,P1Y,2008,52.4
BEL,I3_LCOST,PCT,C01T05,P1Y,2009,53.1
BEL,I3_GVA,GRW,C01T05,P1Y,2004,5.1
BEL,I3_GVA,GRW,C01T05,P1Y,2005,-12.8
BEL,I3_GVA,GRW,C01T05,P1Y,2006,9.5
BEL,I3_GVA,GRW,C01T05,P1Y,2007,-1.1
BEL,I3_GVA,GRW,C01T05,P1Y,2008,-2
BEL,I3_GVA,GRW,C01T05,P1Y,2009,-0.4
BEL,I3_GVAHRS,GRW,C01T05,P1Y,2004,-0.7
BEL,I3_GVAHRS,GRW,C01T05,P1Y,2005,-14
BEL,I3_GVAHRS,GRW,C01T05,P1Y,2006,6.5
BEL,I3_GVAHRS,GRW,C01T05,P1Y,2007,-5.9
BEL,I3_GVAHRS,GRW,C01T05,P1Y,2008,-4.5
BEL,I3_GVAHRS,GRW,C01T05,P1Y,2009,-4.4
BEL,I3_TOTK,GRW,C01T05,P1Y,2004,-1.7
BEL,I3_TOTK,GRW,C01T05,P1Y,2005,-1
BEL,I3_TOTK,GRW,C01T05,P1Y,2006,1
BEL,I3_TOTK,GRW,C01T05,P1Y,2007,2.3
BEL,I3_TOTK,GRW,C01T05,P1Y,2008,3
BEL,I3_TOTK,GRW,C01T05,P1Y,2009,2.2
BEL,I3_HRSTO,GRW,C01T05,P1Y,2004,5.9
BEL,I3_HRSTO,GRW,C01T05,P1Y,2005,1.1
BEL,I3_HRSTO,GRW,C01T05,P1Y,2006,3.1
BEL,I3_HRSTO,GRW,C01T05,P1Y,2007,4.8
BEL,I3_HRSTO,GRW,C01T05,P1Y,2008,2.6
BEL,I3_HRSTO,GRW,C01T05,P1Y,2009,4
BEL,I3_MFP,GRW,C01T05,P1Y,2004,2.7
BEL,I3_MFP,GRW,C01T05,P1Y,2005,-13
BEL,I3_MFP,GRW,C01T05,P1Y,2006,7.4
BEL,I3_MFP,GRW,C01T05,P1Y,2007,-4.8
BEL,I3_MFP,GRW,C01T05,P1Y,2008,-4.7
BEL,I3_MFP,GRW,C01T05,P1Y,2009,-3.6
CAN,I3_LCOST,PCT,C01T05,P1Y,2004,63.1
CAN,I3_LCOST,PCT,C01T05,P1Y,2005,63
CAN,I3_LCOST,PCT,C01T05,P1Y,2006,64.7
CAN,I3_LCOST,PCT,C01T05,P1Y,2007,66.5
CAN,I3_GVA,GRW,C01T05,P1Y,2004,8.2
CAN,I3_GVA,GRW,C01T05,P1Y,2005,2.6
CAN,I3_GVA,GRW,C01T05,P1Y,2006,-1.5
CAN,I3_GVA,GRW,C01T05,P1Y,2007,-2.7
CAN,I3_GVAHRS,GRW,C01T05,P1Y,2004,7.8
CAN,I3_GVAHRS,GRW,C01T05,P1Y,2005,2.7
CAN,I3_GVAHRS,GRW,C01T05,P1Y,2006,0.3
CAN,I3_GVAHRS,GRW,C01T05,P1Y,2007,0.5
CAN,I3_TOTK,GRW,C01T05,P1Y,2004,-0.1
CAN,I3_TOTK,GRW,C01T05,P1Y,2005,-0.1
CAN,I3_TOTK,GRW,C01T05,P1Y,2006,-0.6
CAN,I3_TOTK,GRW,C01T05,P1Y,2007,1.3
CAN,I3_TOTK,GRW,C01T05,P1Y,2008,0.2
CAN,I3_HRSTO,GRW,C01T05,P1Y,2004,0.5
CAN,I3_HRSTO,GRW,C01T05,P1Y,2005,0
CAN,I3_HRSTO,GRW,C01T05,P1Y,2006,-1.9
CAN,I3_HRSTO,GRW,C01T05,P1Y,2007,-3.3
CAN,I3_HRSTO,GRW,C01T05,P1Y,2008,-7
CAN,I3_MFP,GRW,C01T05,P1Y,2004,8
CAN,I3_MFP,GRW,C01T05,P1Y,2005,2.7
CAN,I3_MFP,GRW,C01T05,P1Y,2006,-0.1
CAN,I3_MFP,GRW,C01T05,P1Y,2007,-1
CZE,I3_LCOST,PCT,C01T05,P1Y,2004,57.4
CZE,I3_LCOST,PCT,C01T05,P1Y,2005,58.6
CZE,I3_LCOST,PCT,C01T05,P1Y,2006,59.5
CZE,I3_LCOST,PCT,C01T05,P1Y,2007,58.5
CZE,I3_LCOST,PCT,C01T05,P1Y,2008,58.5
CZE,I3_LCOST,PCT,C01T05,P1Y,2009,58.7
CZE,I3_GVA,GRW,C01T05,P1Y,2004,7.5
CZE,I3_GVA,GRW,C01T05,P1Y,2005,10.4
CZE,I3_GVA,GRW,C01T05,P1Y,2006,-16.8
CZE,I3_GVA,GRW,C01T05,P1Y,2007,-12.5
CZE,I3_GVA,GRW,C01T05,P1Y,2008,5
CZE,I3_GVA,GRW,C01T05,P1Y,2009,12.6
CZE,I3_GVAHRS,GRW,C01T05,P1Y,2004,11.2
CZE,I3_GVAHRS,GRW,C01T05,P1Y,2005,16.3
CZE,I3_GVAHRS,GRW,C01T05,P1Y,2006,-16
CZE,I3_GVAHRS,GRW,C01T05,P1Y,2007,-13.2
CZE,I3_GVAHRS,GRW,C01T05,P1Y,2008,6.1
CZE,I3_TOTK,GRW,C01T05,P1Y,2004,0.6
CZE,I3_TOTK,GRW,C01T05,P1Y,2005,0.7
CZE,I3_TOTK,GRW,C01T05,P1Y,2006,1.5
CZE,I3_TOTK,GRW,C01T05,P1Y,2007,2.2
CZE,I3_TOTK,GRW,C01T05,P1Y,2008,1.8
CZE,I3_TOTK,GRW,C01T05,P1Y,2009,1.1
CZE,I3_HRSTO,GRW,C01T05,P1Y,2004,-3.7
CZE,I3_HRSTO,GRW,C01T05,P1Y,2005,-5.8
CZE,I3_HRSTO,GRW,C01T05,P1Y,2006,-0.8
CZE,I3_HRSTO,GRW,C01T05,P1Y,2007,0.7
CZE,I3_HRSTO,GRW,C01T05,P1Y,2008,-1.1
CZE,I3_MFP,GRW,C01T05,P1Y,2004,9.3
CZE,I3_MFP,GRW,C01T05,P1Y,2005,13.5
CZE,I3_MFP,GRW,C01T05,P1Y,2006,-16.9
CZE,I3_MFP,GRW,C01T05,P1Y,2007,-13.8
CZE,I3_MFP,GRW,C01T05,P1Y,2008,4.8
DNK,I3_LCOST,PCT,C01T05,P1Y,2004,50.8
DNK,I3_LCOST,PCT,C01T05,P1Y,2005,51.3
DNK,I3_LCOST,PCT,C01T05,P1Y,2006,52
DNK,I3_LCOST,PCT,C01T05,P1Y,2007,52.1
DNK,I3_GVA,GRW,C01T05,P1Y,2004,-0.7
DNK,I3_GVA,GRW,C01T05,P1Y,2005,-7.6
DNK,I3_GVA,GRW,C01T05,P1Y,2006,-6.7
DNK,I3_GVA,GRW,C01T05,P1Y,2007,-1.7
DNK,I3_GVA,GRW,C01T05,P1Y,2008,-3.8
DNK,I3_GVA,GRW,C01T05,P1Y,2009,18
DNK,I3_GVAHRS,GRW,C01T05,P1Y,2004,0.7
DNK,I3_GVAHRS,GRW,C01T05,P1Y,2005,-3.4
DNK,I3_GVAHRS,GRW,C01T05,P1Y,2006,-2.7
DNK,I3_GVAHRS,GRW,C01T05,P1Y,2007,-2.2
DNK,I3_GVAHRS,GRW,C01T05,P1Y,2008,-0.7
DNK,I3_GVAHRS,GRW,C01T05,P1Y,2009,15.2
DNK,I3_TOTK,GRW,C01T05,P1Y,2004,0.8
DNK,I3_TOTK,GRW,C01T05,P1Y,2005,1.1
DNK,I3_TOTK,GRW,C01T05,P1Y,2006,2.4
DNK,I3_TOTK,GRW,C01T05,P1Y,2007,2.1
DNK,I3_HRSTO,GRW,C01T05,P1Y,2004,-1.4
DNK,I3_HRSTO,GRW,C01T05,P1Y,2005,-4.2
DNK,I3_HRSTO,GRW,C01T05,P1Y,2006,-3.9
DNK,I3_HRSTO,GRW,C01T05,P1Y,2007,0.5
DNK,I3_HRSTO,GRW,C01T05,P1Y,2008,-3.1
DNK,I3_HRSTO,GRW,C01T05,P1Y,2009,2.8
DNK,I3_MFP,GRW,C01T05,P1Y,2004,-0.4
DNK,I3_MFP,GRW,C01T05,P1Y,2005,-6
DNK,I3_MFP,GRW,C01T05,P1Y,2006,-5.8
DNK,I3_MFP,GRW,C01T05,P1Y,2007,-3
FIN,I3_LCOST,PCT,C01T05,P1Y,2004,62.3
FIN,I3_LCOST,PCT,C01T05,P1Y,2005,63.5
FIN,I3_LCOST,PCT,C01T05,P1Y,2006,63.2
FIN,I3_LCOST,PCT,C01T05,P1Y,2007,62.1
FIN,I3_LCOST,PCT,C01T05,P1Y,2008,61.6
FIN,I3_LCOST,PCT,C01T05,P1Y,2009,60.9
FIN,I3_GVA,GRW,C01T05,P1Y,2004,-0.5
FIN,I3_GVA,GRW,C01T05,P1Y,2005,4.6
FIN,I3_GVA,GRW,C01T05,P1Y,2006,1.5
FIN,I3_GVA,GRW,C01T05,P1Y,2007,11.8
FIN,I3_GVA,GRW,C01T05,P1Y,2008,5.8
FIN,I3_GVA,GRW,C01T05,P1Y,2009,-0.6
FIN,I3_GVAHRS,GRW,C01T05,P1Y,2004,0.8
FIN,I3_GVAHRS,GRW,C01T05,P1Y,2005,6.5
FIN,I3_GVAHRS,GRW,C01T05,P1Y,2006,2.3
FIN,I3_GVAHRS,GRW,C01T05,P1Y,2007,12.7
FIN,I3_GVAHRS,GRW,C01T05,P1Y,2008,9.8
FIN,I3_GVAHRS,GRW,C01T05,P1Y,2009,1.8
FIN,I3_TOTK,GRW,C01T05,P1Y,2004,0.8
FIN,I3_TOTK,GRW,C01T05,P1Y,2005,1
FIN,I3_TOTK,GRW,C01T05,P1Y,2006,1
FIN,I3_TOTK,GRW,C01T05,P1Y,2007,1.7
FIN,I3_TOTK,GRW,C01T05,P1Y,2008,1.2
FIN,I3_TOTK,GRW,C01T05,P1Y,2009,0.9
FIN,I3_HRSTO,GRW,C01T05,P1Y,2004,-1.4
FIN,I3_HRSTO,GRW,C01T05,P1Y,2005,-1.9
FIN,I3_HRSTO,GRW,C01T05,P1Y,2006,-0.8
FIN,I3_HRSTO,GRW,C01T05,P1Y,2007,-0.9
FIN,I3_HRSTO,GRW,C01T05,P1Y,2008,-4.1
FIN,I3_HRSTO,GRW,C01T05,P1Y,2009,-2.4
FIN,I3_MFP,GRW,C01T05,P1Y,2004,0
FIN,I3_MFP,GRW,C01T05,P1Y,2005,5.4
FIN,I3_MFP,GRW,C01T05,P1Y,2006,1.6
FIN,I3_MFP,GRW,C01T05,P1Y,2007,11.7
FIN,I3_MFP,GRW,C01T05,P1Y,2008,7.8
FIN,I3_MFP,GRW,C01T05,P1Y,2009,0.5
FRA,I3_LCOST,PCT,C01T05,P1Y,2004,59.6
FRA,I3_LCOST,PCT,C01T05,P1Y,2005,59.9
FRA,I3_LCOST,PCT,C01T05,P1Y,2006,61
FRA,I3_LCOST,PCT,C01T05,P1Y,2007,62.5
FRA,I3_GVA,GRW,C01T05,P1Y,2004,18.6
FRA,I3_GVA,GRW,C01T05,P1Y,2005,-5.6
FRA,I3_GVA,GRW,C01T05,P1Y,2006,-0.3
FRA,I3_GVA,GRW,C01T05,P1Y,2007,-2.4
FRA,I3_GVA,GRW,C01T05,P1Y,2008,2.6
FRA,I3_GVAHRS,GRW,C01T05,P1Y,2004,19.2
FRA,I3_GVAHRS,GRW,C01T05,P1Y,2005,-4.6
FRA,I3_GVAHRS,GRW,C01T05,P1Y,2006,3.3
FRA,I3_GVAHRS,GRW,C01T05,P1Y,2007,-1.3
FRA,I3_TOTK,GRW,C01T05,P1Y,2004,0.4
FRA,I3_TOTK,GRW,C01T05,P1Y,2005,0.3
FRA,I3_TOTK,GRW,C01T05,P1Y,2006,0.5
FRA,I3_TOTK,GRW,C01T05,P1Y,2007,0.8
FRA,I3_TOTK,GRW,C01T05,P1Y,2008,1.3
FRA,I3_HRSTO,GRW,C01T05,P1Y,2004,-0.6
FRA,I3_HRSTO,GRW,C01T05,P1Y,2005,-1
FRA,I3_HRSTO,GRW,C01T05,P1Y,2006,-3.6
FRA,I3_HRSTO,GRW,C01T05,P1Y,2007,-1.2
FRA,I3_MFP,GRW,C01T05,P1Y,2004,18.8
FRA,I3_MFP,GRW,C01T05,P1Y,2005,-5.1
FRA,I3_MFP,GRW,C01T05,P1Y,2006,1.7
FRA,I3_MFP,GRW,C01T05,P1Y,2007,-2
DEU,I3_LCOST,PCT,C01T05,P1Y,2004,56
DEU,I3_LCOST,PCT,C01T05,P1Y,2005,56.5
DEU,I3_LCOST,PCT,C01T05,P1Y,2006,56.8
DEU,I3_LCOST,PCT,C01T05,P1Y,2007,57.4
DEU,I3_LCOST,PCT,C01T05,P1Y,2008,58.4
DEU,I3_LCOST,PCT,C01T05,P1Y,2009,59.3
DEU,I3_GVA,GRW,C01T05,P1Y,2004,25.7
DEU,I3_GVA,GRW,C01T05,P1Y,2005,-13.4
DEU,I3_GVA,GRW,C01T05,P1Y,2006,-3.2
DEU,I3_GVA,GRW,C01T05,P1Y,2007,-1.9
DEU,I3_GVA,GRW,C01T05,P1Y,2008,-5.7
DEU,I3_GVA,GRW,C01T05,P1Y,2009,8.5
DEU,I3_GVAHRS,GRW,C01T05,P1Y,2004,27.8
DEU,I3_GVAHRS,GRW,C01T05,P1Y,2005,-10.9
DEU,I3_GVAHRS,GRW,C01T05,P1Y,2006,-0.2
DEU,I3_GVAHRS,GRW,C01T05,P1Y,2007,-3
DEU,I3_GVAHRS,GRW,C01T05,P1Y,2008,-7
DEU,I3_GVAHRS,GRW,C01T05,P1Y,2009,10.2
DEU,I3_TOTK,GRW,C01T05,P1Y,2004,-2
DEU,I3_TOTK,GRW,C01T05,P1Y,2005,-1.3
DEU,I3_TOTK,GRW,C01T05,P1Y,2006,-0.6
DEU,I3_TOTK,GRW,C01T05,P1Y,2007,-0.1
DEU,I3_TOTK,GRW,C01T05,P1Y,2008,0.6
DEU,I3_TOTK,GRW,C01T05,P1Y,2009,-0.8
DEU,I3_HRSTO,GRW,C01T05,P1Y,2004,-2.1
DEU,I3_HRSTO,GRW,C01T05,P1Y,2005,-2.4
DEU,I3_HRSTO,GRW,C01T05,P1Y,2006,-3
DEU,I3_HRSTO,GRW,C01T05,P1Y,2007,1.2
DEU,I3_HRSTO,GRW,C01T05,P1Y,2008,1.3
DEU,I3_HRSTO,GRW,C01T05,P1Y,2009,-1.7
DEU,I3_MFP,GRW,C01T05,P1Y,2004,27.8
